RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
2154,633,Buchanan County,County,MO,MO,St. Joseph,29,21,102887,103421,103736,104089,104373,104623,104825,104660,105186,106065,108112,108714
542,634,Grant County,County,WA,WA,Moses Lake,53,25,194473,195818,198575,201571,203437,204347,205009,205780,207268,208287,210481,211540
1729,635,Grafton County,County,NH,NH,Claremont-Lebanon,33,9,215704,216798,217496,218262,219298,220608,221834,222796,223608,223908,224190,224524
3277,636,Matanuska Susitna Borough,County,AK,AK,Anchorage,2,170,249766,250487,252095,253225,251903,250542,248191,248344,248163,249102,250105,251243
1788,637,Indiana County,County,PA,PA,Indiana,42,63,123922,124519,124798,125142,125489,126023,126582,127360,128168,128915,128887,128684
1610,638,Chemung County,County,NY,NY,Elmira,36,15,102209,102544,102536,102547,102529,102703,102926,103644,103887,103942,102882,102537
2235,639,Crawford County,County,PA,PA,Meadville,42,39,101667,102195,102689,103274,103712,104063,104264,104758,105279,105695,105538,105497
485,640,Dodge County,County,WI,WI,Beaver Dam,55,27,160638,161894,162341,163037,163127,164366,164902,165468,165322,165204,165348,165631
1581,641,Calvert County,County,MD,MD,Washington-Arlington-Alexandria,24,9,349551,348872,347823,346513,347041,347583,348900,349417,349659,348973,348362,347828
2846,642,Sherburne County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,141,258314,259857,260555,261050,261366,262342,263093,263502,263321,264040,265044,266654
1142,643,Lapeer County,County,MI,MI,Detroit-Warren-Dearborn,26,87,180988,181460,181870,182389,183314,184249,185105,185862,186563,187419,187854,188506
649,644,Moore County,County,NC,NC,Pinehurst-Southern Pines,37,125,235744,236492,237213,238619,240066,241161,241476,241967,242599,243484,244184,245184
2796,645,Mendocino County,County,CA,CA,Ukiah,6,45,424652,426263,423934,421605,418801,416935,413822,410453,407469,405322,401357,399029
3240,646,Grand Traverse County,County,MI,MI,Traverse City,26,55,243756,243998,244890,245814,246528,247707,249104,250323,251008,251002,251531,252243
338,647,Wood County,County,WV,WV,Parkersburg-Vienna,54,107,108131,108427,108866,109199,109807,110312,110944,111442,111847,112299,112521,112774
1358,648,Rogers County,County,OK,OK,Tulsa,40,131,171067,171716,172428,173351,174011,174810,175702,176304,176399,175781,175794,176512
2588,649,Victoria County,County,TX,TX,Victoria,48,469,147523,147765,147961,148457,149369,150594,151396,151662,151723,151695,151754,151410
2125,650,Angelina County,County,TX,TX,Lufkin,48,5,121063,121550,121968,122498,123147,123810,124374,124660,124455,124741,125040,125673
1961,651,Ozaukee County,County,WI,WI,Milwaukee-Waukesha-West Allis,55,89,285574,285291,284124,282188,281699,282424,284399,286156,288263,290765,292887,294932
185,652,Hunt County,County,TX,TX,Dallas-Fort Worth-Arlington,48,231,165736,167222,167646,167786,168185,168762,169838,170984,171392,171125,171099,171476
2812,653,Muskingum County,County,OH,OH,Zanesville,39,119,119378,120066,120580,121021,121438,121841,122469,123089,123701,124379,125488,126896
870,654,Benton County,County,OR,OR,Corvallis,41,3,372533,372357,372921,372076,372376,373742,374897,376566,376478,379465,380496,385406
2514,655,Rockdale County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,247,181853,183564,184689,185225,184348,183900,184159,185563,187104,187660,188018,188159
3194,656,Suffolk City,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,800,243331,244183,245329,246485,247347,247999,248509,249397,250343,251115,250936,250896
3126,657,Saint Croix County,County,WI,WI,Minneapolis-St. Paul-Bloomington,55,109,264597,264925,265275,266312,268144,269098,270144,270254,270687,271449,272226,273276
1469,658,Walton County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,297,212704,213433,213839,214836,215648,217212,217705,218232,218143,218537,219372,220408
2756,659,Jefferson County,County,WI,WI,Watertown-Fort Atkinson,55,55,207245,208724,209887,211136,212319,213280,213660,213891,214268,215314,216554,217796
1929,660,Midland County,County,MI,MI,Midland,26,111,138990,139684,141041,141195,139924,138873,138500,139385,140868,141853,142070,142545
3121,661,Saint Clair County,County,AL,AL,Birmingham-Hoover,1,115,179092,179627,179839,180677,181748,183103,184118,185380,186341,187685,188662,190054
3187,662,Saint Landry Parish,County,LA,LA,Opelousas,22,97,121255,121740,121985,122156,122540,123162,123611,123935,124043,124277,124122,123928
2163,663,Caldwell County,County,NC,NC,Hickory-Lenoir-Morganton,37,27,125366,125794,126204,126630,127284,127917,128400,128967,129511,130193,130383,130584
1902,664,Madison County,County,KY,KY,Richmond-Berea,21,151,169383,170028,170503,170980,172085,173067,174765,175797,177394,177551,177820,177625
85,665,Lee County,County,MS,MS,Tupelo,28,81,125294,125744,126159,126498,126789,127089,127456,128009,128503,129006,129364,129763
1945,666,Newport County,County,RI,RI,Providence-Warwick,44,5,450599,450777,450832,450081,451144,452676,455554,454956,454919,454747,455976,457504
1530,667,Bannock County,County,ID,ID,Pocatello,16,5,185041,186600,188514,189924,190272,190331,191202,193679,197003,201225,203286,203822
2780,668,Limestone County,County,AL,AL,Huntsville,1,83,167665,168259,169106,170094,170976,171675,172234,172527,172894,173578,174613,175462
1100,669,Howard County,County,IN,IN,Kokomo,18,67,110255,110846,111574,112116,113117,113949,114827,115403,115896,116201,116482,116942
2760,670,Josephine County,County,OR,OR,Grants Pass,41,33,290283,288109,285999,283829,283259,284319,285415,287232,287895,289329,288525,290767
2853,671,Talladega County,County,AL,AL,Talladega-Sylacauga,1,121,97605,98021,98404,98863,99289,99755,100119,100537,100905,101214,101678,102064
1630,672,Clinton County,County,NY,NY,Plattsburgh,36,19,141240,142559,144754,145196,145820,147015,147536,147597,146938,146307,146694,147082
1291,673,Orange County,County,TX,TX,Beaumont-Port Arthur,48,361,136391,136903,137394,137877,138300,138757,139222,139871,140463,140987,141127,141216
2902,674,Clearfield County,County,PA,PA,DuBois,42,33,100269,100644,101102,101420,101826,102161,102388,102745,103498,104059,104199,103902
2865,675,Vermilion County,County,IL,IL,Danville,17,183,66745,66965,67187,67319,67564,67744,67981,68145,68311,68408,68228,68064
2783,676,Manitowoc County,County,WI,WI,Manitowoc,55,71,117897,118211,119219,120320,120386,119941,119326,119672,120337,121114,122022,122325
1602,677,Cascade County,County,MT,MT,Great Falls,30,13,192468,193527,194416,195056,195698,196354,196752,197174,197019,196962,197147,198035
2157,678,Burleigh County,County,ND,ND,Bismarck,38,15,269510,269730,269427,269419,269591,270275,271083,272432,273766,274597,275018,275201
1495,679,Wilson County,County,NC,NC,Wilson,37,195,119982,120280,120659,120946,121388,121744,122140,122673,123170,123548,123480,123460
632,680,Maury County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,119,230930,230630,231312,231422,232171,233321,235491,237154,238396,238790,240106,242235
1647,681,Cullman County,County,AL,AL,Cullman,1,43,131716,132220,132881,133426,134202,134824,135398,135824,136105,136529,137117,137865
3088,682,Cattaraugus County,County,NY,NY,Olean,36,9,82946,83766,84124,84987,85978,86728,86089,85489,85060,85603,85550,85853
2953,683,Lauderdale County,County,MS,MS,Meridian,28,75,95101,95468,95762,96009,96213,96370,96657,97132,97556,97986,98384,98816
929,684,Cayuga County,County,NY,NY,Auburn,36,11,128109,128989,130443,131503,132931,133024,132805,132464,132383,133066,132665,132724
525,685,Glynn County,County,GA,GA,Brunswick,13,127,213498,215224,215568,216082,215280,215837,216290,216990,216538,216185,215702,215981
1370,686,Scioto County,County,OH,OH,Portsmouth,39,145,80728,81154,81701,82148,82407,82711,83013,83421,83688,83986,83809,83635
1003,687,Elmore County,County,AL,AL,Montgomery,1,51,162641,162338,162284,162745,163485,164558,165609,166493,167147,167716,168452,168142
1990,688,Raleigh County,County,WV,WV,Beckley,54,81,86696,86955,87238,87563,87887,88149,88431,88674,88960,89018,88743,88488
2721,689,Henderson County,County,TX,TX,Athens,48,213,169046,169988,170184,171094,172411,174020,175841,176860,177960,178811,180579,180393
1112,690,Island County,County,WA,WA,Oak Harbor,53,29,407538,408188,408753,410492,413214,415376,416656,417596,418417,419253,420400,423031
2516,691,Rockwall County,County,TX,TX,Dallas-Fort Worth-Arlington,48,397,291249,290929,290066,288946,289212,290270,291178,291851,292328,293086,292804,292259
2700,692,Frederick County,County,VA,VA,Winchester,51,69,268431,268747,268291,268223,268855,270515,271710,272509,273013,273300,273565,273461
1875,693,Lincoln County,County,NC,NC,Charlotte-Concord-Gastonia,37,109,228508,229934,232166,234295,235337,236259,237432,238938,240268,240845,241549,242358
2294,694,Franklin County,County,WA,WA,Kennewick-Richland,53,21,255615,256828,258045,259652,262094,264468,266942,269288,271281,272921,273956,275147
309,695,Ross County,County,OH,OH,Chillicothe,39,141,120629,121500,122289,122988,123631,124293,125047,125948,126778,127599,127825,127679
2553,696,Somerset County,County,PA,PA,Somerset,42,111,107230,107713,108108,108469,108875,109296,109719,110229,110731,111221,111178,111024
2567,697,Sullivan County,County,NY,NY,,36,105,182560,181092,177842,176234,176427,178230,178594,177284,174883,172894,173623,175145
2733,698,Jefferson County,County,AR,AR,Pine Bluff,5,69,56598,56808,56970,57170,57418,57723,57982,58276,58569,58930,58892,58809
2659,699,Christian County,County,MO,MO,Springfield,29,43,180341,181869,183432,185263,186513,187777,188702,189451,190182,191107,191601,192118
2766,700,Kosciusko County,County,IN,IN,Warsaw,18,85,174354,175158,175732,175964,176859,178189,179559,180664,181650,182350,182994,183499
670,701,Payne County,County,OK,OK,Stillwater,40,119,144374,144831,145409,146064,146699,147281,147894,148412,148905,149303,150630,152024
3045,702,Twin Falls County,County,ID,ID,Twin Falls,16,83,201412,203266,204992,207271,209121,211410,212971,214621,216087,218195,219121,219606
2195,703,Cheshire County,County,NH,NH,Keene,33,5,206398,206650,207307,208697,210318,211720,213312,213637,214245,214527,215216,215824
158,704,Erie County,County,OH,OH,Sandusky,39,43,148750,149842,151077,152749,153085,153394,153832,154930,156299,156576,155684,154783
805,705,White County,County,AR,AR,Searcy,5,145,125967,126482,126602,126926,127322,128042,128684,127681,126796,125744,124391,121829
3084,706,Bartholomew County,County,IN,IN,Columbus,18,5,166690,167874,168944,170155,171117,172565,173585,174285,174550,174816,175718,176341
2777,707,Lancaster County,County,SC,SC,Charlotte-Concord-Gastonia,45,57,215858,217030,217987,218344,219124,220115,221066,222501,224712,227208,228621,229235
2586,708,Valencia County,County,NM,NM,Albuquerque,35,61,155566,156242,156252,155770,154797,155452,156221,157296,157852,158685,159517,160285
3014,709,Rockingham County,County,VA,VA,Harrisonburg,51,165,213979,214730,215588,216513,217102,217857,218777,220277,221512,222779,222581,222416
2860,710,Van Buren County,County,MI,MI,Kalamazoo-Portage,26,159,165043,165098,165246,165956,166536,166819,166842,167476,168290,169572,170406,171067
3100,711,Leavenworth County,County,KS,KS,Kansas City,20,103,208255,209033,210184,211088,212294,213212,214195,214461,215774,216821,218382,218955
137,712,Cole County,County,MO,MO,Jefferson City,29,51,156850,158350,159117,159613,159361,159278,158958,158326,157564,157045,157848,158840
2585,713,Umatilla County,County,OR,OR,Hermiston-Pendleton,41,59,198387,198941,199820,200898,201856,202419,202045,202053,202834,204288,206087,207435
3237,714,Cape Girardeau County,County,MO,MO,Cape Girardeau,29,31,160710,161359,162421,163282,163706,163578,163443,163949,164002,164159,163479,163603
1861,715,Liberty County,County,TX,TX,Houston-The Woodlands-Sugar Land,48,291,139363,139897,140493,141062,141644,142310,142947,143698,143779,144239,144392,145111
3243,716,Lynchburg City,County,VA,VA,Lynchburg,51,680,143666,144446,145289,146521,147350,147887,148223,148338,148402,147427,146970,146668
601,717,Lewis County,County,WA,WA,Centralia,53,41,234003,236655,239006,240580,242464,245010,247137,248948,249634,250474,251140,252447
1941,718,Natrona County,County,WY,WY,Casper,56,25,208151,208977,210059,211035,212306,213060,213622,213860,214665,215735,216930,218350
292,719,Polk County,County,OR,OR,Salem,41,53,321832,323526,324855,326020,327311,328702,329536,329698,329350,329332,329949,331379
1643,720,Coryell County,County,TX,TX,Killeen-Temple,48,99,137476,137802,138151,138458,138839,139280,139798,140484,141109,141598,141702,141686
1628,721,Clinton County,County,MI,MI,Lansing-East Lansing,26,37,199642,200414,201302,201884,202625,203772,204817,205824,206623,207488,207913,208272
2123,722,Anderson County,County,TN,TN,Knoxville,47,1,143767,145000,146654,148878,150460,152283,154129,155825,156995,157234,157648,157198
2118,723,Allegany County,County,MD,MD,Cumberland,24,1,88044,89341,90561,92051,92798,92665,92064,92099,92923,93242,93427,92375
1710,724,Forrest County,County,MS,MS,Hattiesburg,28,35,117328,117793,118228,118665,119068,119503,119742,120219,120510,120968,121457,121994
1755,725,Hancock County,County,OH,OH,Findlay,39,63,140920,141386,142116,142918,144044,145191,145958,146827,147750,148565,149168,150087
337,726,Wood County,County,WI,WI,Wisconsin Rapids-Marshfield,55,141,122512,123132,123691,124236,124870,125569,126354,127063,127746,128082,127843,127635
514,727,Floyd County,County,IN,IN,Louisville/Jefferson County,18,43,176563,177974,179591,180828,181883,182363,182990,184383,186321,187245,187426,187804
1338,728,Putnam County,County,FL,FL,Palatka,12,107,120814,122421,123736,124630,125456,125941,126728,127134,128112,128782,129519,130832
1565,729,Bullitt County,County,KY,KY,Louisville/Jefferson County,21,29,174661,175420,178314,181287,184059,184902,185543,186911,188744,190317,191360,193575
1276,730,Oconee County,County,SC,SC,Seneca,45,73,165855,167498,168767,168811,168870,168747,169191,169489,170488,170981,171699,172399
1533,731,Bastrop County,County,TX,TX,Austin-Round Rock,48,21,226664,225337,223640,222589,221928,221831,222925,224753,225879,224830,222967,222099
2658,732,Christian County,County,KY,KY,Clarksville,21,47,104923,105506,105975,106381,106871,107466,108046,108358,108630,108793,108639,108437
1523,733,Augusta County,County,VA,VA,Staunton-Waynesboro,51,15,222266,223450,224540,225641,226510,227358,228042,228963,230066,230740,230198,229284
737,734,Surry County,County,NC,NC,Mount Airy,37,171,127853,128323,128806,129150,129596,130047,130584,131285,131957,132181,131937,131565
1909,735,Madison County,County,NY,NY,Syracuse,36,53,140495,140889,141368,142070,142523,142684,142634,142377,142092,141410,141842,143686
1251,736,Nassau County,County,FL,FL,Jacksonville,12,89,290525,291360,292943,295417,297239,298484,298953,300050,301116,302180,303321,305014
1109,737,Iberia Parish,County,LA,LA,Lafayette,22,45,107971,108236,108441,108558,109115,109547,109724,109856,110011,110589,110650,110836
1214,738,Monroe County,County,FL,FL,Key West,12,87,598807,605959,609665,612019,611677,612463,611333,610590,608818,608815,608649,609144
2065,739,Wagoner County,County,OK,OK,Tulsa,40,145,157830,159376,160782,161626,161560,161633,161714,162213,162979,163600,164593,165486
3163,740,Grays Harbor County,County,WA,WA,Aberdeen,53,27,184427,185318,186047,186774,188346,190521,192006,193681,194414,195348,196182,197632
932,741,Chelan County,County,WA,WA,Wenatchee,53,7,339013,340649,342465,344489,345719,347420,349519,351737,353991,354501,355108,355404
1345,742,Putnam County,County,TN,TN,Cookeville,47,141,165391,165113,165366,165827,167227,168089,168967,169711,170449,171193,172025,173674
346,743,Yuba County,County,CA,CA,Yuba City,6,115,268489,270289,271376,272250,273548,276323,278851,281046,281185,281875,283211,285665
2622,744,Aroostook County,County,ME,ME,,23,3,100960,100921,100803,100968,101382,101656,102018,102295,102700,103071,103667,104171
834,745,Apache County,County,AZ,AZ,,4,1,176098,176679,177037,177276,177583,178229,178693,179339,179959,180740,180946,181123
2428,746,McKinley County,County,NM,NM,Gallup,35,31,155847,156631,157403,158084,158775,159556,160441,161445,162150,162794,163093,163560
1619,747,Clallam County,County,WA,WA,Port Angeles,53,9,293832,296191,297860,299136,300723,302592,304337,305816,307484,308990,309997,311145
2281,748,Franklin County,County,MA,MA,Greenfield Town,25,11,231811,229529,228875,227988,226235,225248,223125,222034,221345,221532,220918,221147
695,749,Riley County,County,KS,KS,Manhattan,20,161,189550,190306,191051,191666,191829,192157,192607,193434,194152,194704,194635,194625
1656,750,De Kalb County,County,AL,AL,Fort Payne,1,49,98190,98567,98878,99121,99448,99875,100237,100665,101070,101564,102004,102597
2450,751,Muskogee County,County,OK,OK,Muskogee,40,101,76656,76995,77306,77617,77835,78036,78334,78593,78879,79117,79691,80323
3031,752,Shiawassee County,County,MI,MI,Owosso,26,155,130258,130781,131246,132245,133379,134583,135346,135916,136268,137409,137775,138269
1540,753,Belmont County,County,OH,OH,Wheeling,39,13,100443,101045,101648,102632,103463,104315,104773,105432,106021,106591,106399,106265
2356,754,Isabella County,County,MI,MI,Mount Pleasant,26,73,136252,136856,137443,138066,138810,139643,140401,141050,141658,142199,142346,142498
1566,755,Bulloch County,County,GA,GA,Statesboro,13,31,154248,154849,155518,156040,156914,158040,159581,160497,161107,161156,160637,159763
531,756,Grant County,County,IN,IN,Marion,18,53,82764,83234,84034,84508,85062,85283,85733,85899,86036,86119,86160,86103
1976,757,Portage County,County,WI,WI,Stevens Point,55,97,172182,173167,174107,174926,175799,176762,177774,178894,179760,180475,180183,180118
1751,758,Hancock County,County,IN,IN,Indianapolis-Carmel-Anderson,18,59,192512,194185,194704,194826,194986,196126,197358,198560,199051,199847,200533,201498
460,759,Creek County,County,OK,OK,Tulsa,40,37,111359,112448,113363,113729,113165,112632,112962,113725,114968,115901,116626,117225
2749,760,Jefferson County,County,OH,OH,Weirton-Steubenville,39,81,76514,77144,77640,78468,79056,79772,80191,80761,81243,81751,81885,81879
2710,761,Greenwood County,County,SC,SC,Greenwood,45,47,108292,108712,109070,109477,109833,110213,110569,111192,111958,112698,112786,112688
3178,762,Pottawatomie County,County,OK,OK,Shawnee,40,125,93689,93505,93923,94252,94576,95291,95895,96552,96909,97362,98116,99103
852,763,Barrow County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,13,185019,185328,185151,185134,186336,188359,189627,189724,189855,191636,193876,195520
1492,764,Wilkes County,County,NC,NC,North Wilkesboro,37,193,133000,133385,133677,133830,134233,134726,135326,135916,136535,137179,137523,137756
2336,765,Harrison County,County,WV,WV,Clarksburg,54,33,99216,99631,100018,100481,100925,101539,102092,102583,103035,103289,103239,103174
2620,766,Armstrong County,County,PA,PA,Pittsburgh,42,5,105070,105609,106110,106603,107068,107538,108056,108759,109584,110381,110515,110598
789,767,Wayne County,County,IN,IN,Richmond,18,177,100029,100455,100835,101200,101507,101889,102243,102593,102892,103246,102992,102785
1233,768,Morgan County,County,IN,IN,Indianapolis-Carmel-Anderson,18,109,172708,173098,173630,174958,176138,176845,177027,177213,177855,178973,179920,180403
1063,769,Greene County,County,TN,TN,Greeneville,47,59,123541,123062,123437,124005,125453,125749,126377,126834,128008,129463,130708,133073
1465,770,Walker County,County,GA,GA,Chattanooga,13,295,135186,135866,136597,137152,137801,138415,139055,139873,140672,141603,141904,141996
2917,771,Darlington County,County,SC,SC,Florence,45,31,91336,91396,91471,90501,89714,88952,89303,89721,90059,90353,90159,89952
1538,772,Bedford County,County,VA,VA,Lynchburg,51,19,217226,216941,217630,217764,218217,218864,219055,218847,218068,218155,218669,220371
1149,773,Lonoke County,County,AR,AR,Little Rock-North Little Rock-Conway,5,85,137767,138222,138443,138533,138960,139409,139548,139537,139546,139759,139698,139729
1466,774,Walker County,County,TX,TX,Huntsville,48,471,183306,184104,184982,185814,186533,187289,187981,189014,189868,190764,190980,191294
3015,775,Rutherford County,County,NC,NC,Forest City,37,161,120558,120926,121302,121602,122193,122731,123414,124127,124800,125242,125361,125533
574,776,Jones County,County,MS,MS,Laurel,28,67,103742,103918,104346,104901,105408,105623,105672,105952,106426,106959,107409,107829
2212,777,Columbia County,County,FL,FL,Lake City,12,23,153556,155251,156756,158373,158417,158433,157472,156874,155898,155502,155175,155573
2216,778,Columbia County,County,PA,PA,Bloomsburg-Berwick,42,37,155105,155652,156195,156881,157286,157703,158166,159052,159862,160941,161231,161556
356,779,Adams County,County,IL,IL,Quincy,17,1,121441,121906,122364,122774,123333,123927,124540,125161,125663,126026,125750,125558
578,780,Kauai County,County,HI,HI,Kapaa,15,7,561574,564512,565624,564373,563274,566205,570358,575482,579065,587001,591002,599384
2785,781,Marquette County,County,MI,MI,Marquette,26,103,157425,158025,158608,159346,160142,161033,161958,162732,163491,164120,163941,163629
756,782,Troup County,County,GA,GA,LaGrange,13,285,122964,123500,123943,124291,124690,125154,125799,126901,128071,128521,127974,127031
1464,783,Walker County,County,AL,AL,Birmingham-Hoover,1,127,92531,92875,93203,93381,93573,93799,94087,94384,94622,94981,95515,96061
2942,784,James City County,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,95,323589,324462,324820,324802,323918,323680,323654,323577,323019,322094,322051,322024
3093,785,Grand Forks County,County,ND,ND,Grand Forks,38,35,216365,216718,217049,217610,218234,218891,220289,221691,223137,222383,220850,219063
1852,786,Laurens County,County,SC,SC,Greenville-Anderson-Mauldin,45,59,104035,104572,105017,105544,105504,105574,105531,106255,106937,107669,107907,108118
1170,787,Marion County,County,OH,OH,Marion,39,101,97586,98488,99181,99917,100523,101025,101533,102151,102725,103298,103317,102843
2179,788,Carteret County,County,NC,NC,Morehead City,37,31,270815,271247,272875,275186,276615,278102,278595,279031,279024,279221,280090,280787
1842,789,Klamath County,County,OR,OR,Klamath Falls,41,35,172327,173281,174575,176042,177035,178227,179267,180588,181153,181942,182691,183711
3079,790,Williamson County,County,IL,IL,Carbondale-Marion,17,199,96416,96659,96980,97354,97936,98374,98783,99126,99544,99697,99390,99206
2834,791,Robertson County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,147,215126,214653,214794,214970,214590,213776,214519,216075,218749,220540,221961,223588
976,792,Dallas County,County,IA,IA,Des Moines-West Des Moines,19,49,252422,252266,251912,251829,251863,251847,252331,253075,253823,254329,253478,253088
702,793,Salem County,County,NJ,NJ,Philadelphia-Camden-Wilmington,34,33,144662,141430,138941,136204,134567,133673,133700,134450,135273,135891,134677,134126
900,794,Butler County,County,KS,KS,Wichita,20,15,155018,155522,156233,156884,157501,157867,158207,158766,159509,160238,160313,160471
1479,795,Warren County,County,NY,NY,Glens Falls,36,113,216886,217552,218325,219959,221757,223192,222817,222099,221578,221536,220452,219548
931,796,Chaves County,County,NM,NM,Roswell,35,5,100357,101025,101659,101935,102309,102612,103323,103877,104430,104608,104697,104828
2335,797,Harrison County,County,TX,TX,Marshall,48,203,135914,136542,137059,137654,138047,138380,138639,139177,139702,140237,140023,139715
2789,798,McCracken County,County,KY,KY,Paducah,21,145,123602,123876,124448,124783,125758,126458,127141,127588,127916,128164,128110,128011
345,799,York County,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,199,294874,295763,296636,296852,297855,298175,298973,299443,298291,296701,295080,295220
2961,800,Livingston County,County,NY,NY,Rochester,36,51,136160,136852,137261,138100,138910,139570,140333,141265,142189,142858,143163,143901
3248,801,Saint Francois County,County,MO,MO,Farmington,29,187,116221,116870,117884,118768,119686,120009,120332,120826,121245,121718,121662,121645
915,802,Carbon County,County,PA,PA,Allentown-Bethlehem-Easton,42,25,144669,145290,146583,147729,148607,148970,149593,149864,149670,149331,149103,149024
2261,803,Fauquier County,County,VA,VA,Washington-Arlington-Alexandria,51,61,418201,421695,422974,424393,422254,421749,421449,421243,420492,419873,419950,420579
276,804,Pike County,County,KY,KY,,21,195,55848,56148,56263,56352,56554,56981,57463,57752,57894,57918,57951,58419
3190,805,San Patricio County,County,TX,TX,Corpus Christi,48,409,155628,156063,156644,157202,157680,158053,158484,159139,159761,160490,160901,161354
841,806,Athens County,County,OH,OH,Athens,39,9,112393,112988,113598,113986,114298,114649,115203,115953,116686,117384,117337,117224
77,807,Lea County,County,NM,NM,Hobbs,35,25,162540,162446,162768,164187,165486,166330,167260,168130,169080,170413,171510,172564
217,808,Lake County,County,CA,CA,Clearlake,6,33,257388,257065,255867,254090,253434,253968,255594,257347,258879,259475,259974,259992
3108,809,Nacogdoches County,County,TX,TX,Nacogdoches,48,347,148594,149180,149819,150476,151117,151570,152015,152576,153179,153817,154090,154459
2340,810,Herkimer County,County,NY,NY,Utica-Rome,36,43,113162,113672,114172,114504,114777,115079,115435,116199,116839,117874,118078,118467
301,811,Reno County,County,KS,KS,Hutchinson,20,155,99767,99984,100038,100065,100394,100864,101399,101683,101941,102272,102220,102213
304,812,Rice County,County,MN,MN,Faribault-Northfield,27,131,242256,241768,242122,242918,244728,245760,246410,247764,248718,249017,248927,248854
2554,813,Spalding County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,255,125905,125922,126393,127792,130072,132384,134070,133655,132996,133015,134777,137228
2891,814,Blue Earth County,County,MN,MN,Mankato-North Mankato,27,13,207937,208782,207144,205263,204198,205331,206941,209737,211665,213361,212960,211555
1605,815,Catoosa County,County,GA,GA,Chattanooga,13,47,154189,155835,157024,157911,158853,160004,161009,162097,163088,163870,163960,163583
567,816,Ionia County,County,MI,MI,Ionia,26,67,131973,132631,133094,133805,134488,136689,138996,140981,141192,140886,140952,142265
664,817,Otero County,County,NM,NM,Alamogordo,35,35,124457,125143,125916,126658,127464,128136,128902,129579,130356,132414,134227,135709
3176,818,Pittsylvania County,County,VA,VA,Danville,51,143,132004,132708,133398,134102,134702,135289,135852,136587,137297,137896,137555,137209
1609,819,Chatham County,County,NC,NC,Durham-Chapel Hill,37,37,323590,323530,323318,322889,323947,326180,327863,328720,329351,331432,334785,337819
1426,820,Tehama County,County,CA,CA,Red Bluff,6,103,222782,223530,225540,228360,230762,232108,232685,233905,235152,236469,237356,238638
1859,821,Liberty County,County,GA,GA,Hinesville,13,179,142973,143493,143833,144207,144569,144956,145183,145710,146185,146651,145973,145152
2012,822,Sampson County,County,NC,NC,,37,163,113437,113645,113978,114280,114728,115296,115903,116744,117427,117973,117955,117912
3258,823,Lewis and Clark County,County,MT,MT,Helena,30,49,276118,277081,278534,280914,283204,285517,286500,288090,289285,291190,292418,292932
2443,824,Montcalm County,County,MI,MI,Grand Rapids-Wyoming,26,117,138241,139047,139994,141343,142526,143452,144180,144155,144475,145041,146268,147238
3066,825,Washington County,County,NY,NY,Glens Falls,36,115,158513,159104,159604,159925,160274,160681,161204,161871,162600,163297,163823,164358
2214,826,Columbia County,County,NY,NY,Hudson,36,21,262093,262482,263978,263777,264547,263493,264183,263749,263682,264331,265082,265488
1985,827,Pulaski County,County,KY,KY,Somerset,21,199,134255,135266,136177,136888,137699,138649,139648,140333,140500,140603,140186,140299
142,828,Coos County,County,OR,OR,Coos Bay,41,11,210998,212673,214821,215357,216256,217397,219465,221223,222239,222026,222721,223598
2149,829,Bradford County,County,PA,PA,Sayre,42,15,136595,137143,137564,137904,138303,139022,139448,140200,140708,141333,141107,141033
1745,830,Hamblen County,County,TN,TN,Morristown,47,63,138646,139395,139920,141396,142404,143148,143224,143416,144550,146302,147742,147260
2675,831,Crow Wing County,County,MN,MN,Brainerd,27,35,187509,189294,190036,191339,191881,193320,194682,196213,198944,201494,204834,207006
2385,832,Lawrence County,County,OH,OH,Huntington-Ashland,39,87,104121,104424,104762,105094,105303,105689,106032,106623,107019,107494,107279,107040
2201,833,Chippewa County,County,WI,WI,Eau Claire,55,17,172727,173503,174553,175562,176743,177781,178814,180019,181220,182639,184073,185832
1204,834,Mercer County,County,WV,WV,Bluefield,54,55,69341,69672,69985,70386,70832,71274,71629,72045,72458,72708,72389,72079
1298,835,Otsego County,County,NY,NY,Oneonta,36,77,148564,149221,149772,150171,150473,150850,151314,151978,152650,153269,153752,154243
314,836,Sauk County,County,WI,WI,Baraboo,55,111,187563,189335,190714,192616,194097,196894,199689,202544,204296,205669,206492,207664
2226,837,Crawford County,County,AR,AR,Fort Smith,5,33,119715,120014,120260,120518,121008,121500,121970,122454,122875,123470,123553,123676
3067,838,Washington County,County,OH,OH,Marietta,39,167,120873,121553,122237,122895,123277,123892,124556,125504,126357,127236,127450,127540
